artist,album,title,duration,playcount,rating,rating_interpretation
Phoebe Bridgers,Stranger in the Alps,Scott Street,5:05,12,undefined,never-rated
Courtney Barnett,The Double EP: A Sea Of Split Peas,Scotty Says,3:52,3,0,not-rated
Bing & Ruth,No Home of the Mind,Scrapes,5:18,3,undefined,never-rated
Loraine James,For You and I,Scraping My Feet,4:26,1,undefined,never-rated
Lilly Hiatt,Walking Proof,Scream,4:23,,undefined,never-rated
The Gothic Archies,An Eclectic Mix Of Music That You May Or May Not Like ( But Sunny Does),Scream And Run Away,2:27,1,0,not-rated
Weaves,Wide Open,Scream (feat. Tanya Tagaq),5:04,1,undefined,never-rated
Don Giovanni Records,,Screaming Females - Wishing Well,3:25,1,0,not-rated
The Cure,The Head On The Door,Screw,2:38,,0,not-rated
Sincere Engineer,Rhombithian,Screw Up,2:40,55,undefined,never-rated
A Weather,Cove,Screw Up Your Courage,4:26,1,0,not-rated
Janelle Monáe,Dirty Computer,Screwed (feat. Zoë Kravitz),5:02,,undefined,never-rated
Janelle Monáe,Dirty Computer,Screwed (feat. Zoë Kravitz),5:02,2,undefined,never-rated
Anna Meredith,Varmints,Scrimshaw,4:43,11,undefined,never-rated
Oh Sees,Face Stabber,Scutum & Scorpius,14:24,1,undefined,never-rated
Sigur Rós,Takk...,Sé Lest,8:41,,0,not-rated
The Last Dinosaur,The Nothing,The Sea,5:34,,undefined,never-rated
Mr. Gnome,The Heart of a Dark Star,The Sea,2:11,,0,not-rated
Jets To Brazil,Orange Rhyming Dictionary,Sea Anemone,5:20,18,0,not-rated
Julia Holter,In The Same Room,Sea Calls Me Home (Live at RAK),3:26,,undefined,never-rated
Jawbreaker,Etc.,Sea Foam Green,4:07,,0,not-rated
The Shins,Wincing The Night Away,Sea Legs,5:22,,0,not-rated
Deerhoof,Mountain Moves,Sea Moves,1:58,2,undefined,never-rated
Palehound,YMCA Pool,Sea Of Blood,2:57,2,undefined,never-rated
Deer Tick,Deer Tick Vol. 1,Sea of Clouds,5:25,2,undefined,never-rated
Cat Power,The Covers Record,Sea Of Love,2:19,,0,not-rated
The National,Trouble Will Find Me,Sea of Love,3:42,,0,not-rated
Adia Victoria,Beyond The Bloodhounds,Sea Of Sand,5:15,1,undefined,never-rated
Local Natives,Sunlit Youth,Sea Of Years,5:12,,undefined,never-rated
Sturgill Simpson,A Sailor's Guide to Earth,Sea Stories,3:16,2,undefined,never-rated
Tennis,Cape Dory,Seafarer,3:04,,0,not-rated
Bat For Lashes,Fur & Gold [Bonus Track],Seal Jubilee,4:45,,0,not-rated
Retirement Party,Somewhat Literate,Seams,2:51,5,undefined,never-rated
Chris Farren,Born Hot,Search 4 Me,3:03,,undefined,never-rated
SPOOK HOUSES,"THE ""TRYING"" LP",Search For,3:00,,0,not-rated
Laura Gibson,Empire Builder,The Search For Dark Lake,3:28,2,undefined,never-rated
Panda Bear,Person Pitch,Search For Delicious,4:54,,0,not-rated
So Many Dynamos,Flashlights,Search Party,4:03,,0,not-rated
Blackalicious,Nia,Searching,1:50,,0,not-rated
Mr. Gnome,Heave Yer Skeleton,Searider Falcon,2:34,2,0,not-rated
Okkervil River,Down The River Of Golden Dreams,Seas Too Far to Reach,5:01,,0,not-rated
The Regrettes,Feel Your Feelings Fool!,Seashore,3:28,1,undefined,never-rated
The Dodos,Visiter,The Season,6:13,1,0,not-rated
Glass Animals,How To Be A Human Being,Season 2 Episode 3,4:03,1,undefined,never-rated
Stella Donnelly,Beware of the Dogs,Season’s Greetings,2:49,5,undefined,never-rated
Mount Eerie,A Crow Looked at Me,Seaweed,3:01,4,undefined,never-rated
Passion Pit,Manners,Seaweed Song,4:25,,0,not-rated
Equipment,Ruthless Sun,Second Chance 2: II,3:56,2,undefined,never-rated
R.E.M.,Reckoning,Second Guessing,2:52,2,0,not-rated
Sorority Noise,You're Not As ______ As You Think,Second Letter from St. Julien,3:26,,undefined,never-rated
Noah and The Whale,"Peaceful, The World Lays Me Down",Second Lover,4:03,,0,not-rated
The New Pornographers,Whiteout Conditions,Second Sleep,3:14,1,undefined,never-rated
"Hop Along, Queen Ansleis",Wretches,Second Voice,11:28,22,0,not-rated
Brand New,Your Favorite Weapon,Secondary,3:02,,0,not-rated
Frances Quinlan,Likewise,A Secret,4:40,1,undefined,never-rated
Modest Mouse,Sad Sappy Sucker,Secret Agent X-9,1:13,,0,not-rated
Cymbals Eat Guitars,Lenses Alien,Secret Family,3:29,19,0,not-rated
dodie,You - EP,Secret For The Mad,3:17,1,undefined,never-rated
Rockabye Baby!,Lullaby Renditions of Bruce Springsteen,Secret Garden,3:23,,undefined,never-rated
Allison Crutchfield,Tourist in This Town,Secret Lives and Deaths,3:20,4,undefined,never-rated
the national,alligator,secret meeting,3:45,,0,not-rated
Animal House,Premium Mediocre,Secret Meetings,3:41,,undefined,never-rated
GENTLE LOVE,Prescription for Sleep: Lullabies of Mana,Secret of the Arid Sands,7:43,,undefined,never-rated
Mogwai,Rock Action,Secret Pint,3:38,,0,not-rated
Six Cents And Natalie,Kindercore Records Christmas Two,Secret Santa (You Could Be The One),3:24,,undefined,never-rated
Gulfer,Dog Bless,Secret Stuff,2:40,2,undefined,never-rated
Joanna Gruesome,Weird Sister,Secret Surprise,2:44,10,0,not-rated
Jenny Hval,Blood Bitch,Secret Touch,4:39,1,undefined,never-rated
Homeshake,Helium,(Secret Track),3:37,1,undefined,never-rated
Efterklang,Piramida,Sedna,4:10,,0,not-rated
Houndmouth,Little Neon Limelight,Sedona,3:59,2,undefined,never-rated
The Mountain Goats,Tallahassee,See America Right,1:53,,0,not-rated
Love Of Everything,Handjob Community,See Each Other Dead,4:51,1,undefined,never-rated
Jenny Lewis,Acid Tongue,See Fernando,3:33,,0,not-rated
Dinosaur Jr,I Bet On Sky,See It On Your Side,6:42,,0,not-rated
Sebadoh,Act Surprised,see-saw,3:37,1,undefined,never-rated
The Flaming Lips,Embryonic,See The Leaves,4:25,,0,not-rated
Typesetter,Nothing Blues,See the Light,3:01,3,undefined,never-rated
Dirty Projectors,Swing Lo Magellan,See What She Seeing,3:39,1,0,not-rated
Timothy Heller,Self Titled,See Ya,4:05,1,undefined,never-rated
Modern Baseball,Sports,"See Ya, Sucker",2:12,4,undefined,never-rated
Dinosaur Jr,Farm,See You,5:47,,0,not-rated
"Tyler, The Creator",Flower Boy,See You Again (feat. Kali Uchis),3:00,2,undefined,never-rated
J Mascis,Elastic Days,See You At The Movies,3:22,3,undefined,never-rated
ANIMA!,Art:Work,The Seed,3:35,,undefined,never-rated
Superchunk,No Pocky For Kitty,Seed Toss,2:59,,0,not-rated
"Bonnie ""Prince"" Billy",The Letting Go,The Seedling,4:36,1,0,not-rated
Bully,Losing,Seeing It,3:31,,undefined,never-rated
Belle and Sebastian,If You're Feeling Sinister,Seeing Other People,3:49,,0,not-rated
Fang Island,Major,Seek It Out,3:23,,0,not-rated
Palehound,Dry Food,Seekonk,4:41,,undefined,never-rated
Dinosaur Jr,Without A Sound,Seemed Like The Thing To Do,5:46,,0,not-rated
Camera Shy,Camera Shy,Seemingly Ill,5:00,,undefined,never-rated
Suburban Kids With Biblical Names,#3,Seems To Be On My Mind,2:51,,0,not-rated
about tess,Shining,Seer,4:40,2,undefined,never-rated
Jenny Hval,Innocence is Kinky,The Seer,3:26,,0,not-rated
Swans,The Seer,The Seer,32:06:00,,0,not-rated
Swans,The Seer,The Seer Returns,6:16,,0,not-rated
Sufjan Stevens,Sufjan Stevens Invites You To: Come On Feel the Illinoise,The Seer's Tower,3:53,,0,not-rated
Cola Jet Set,El Fin Del Mundo,Seguro De Felicidad,2:38,,undefined,never-rated
Frank Ocean,Blonde,Seigfried,5:34,,undefined,never-rated
John K. Samson,Winter Wheat,Select All Delete,3:54,23,undefined,never-rated
Animal Collective,Meeting Of The Waters,Selection Of A Place (Rio Negro Version),8:16,,undefined,never-rated
Frank Ocean,Blonde,Self Control,4:09,1,undefined,never-rated
What Made Milwaukee Famous,What Doesn't Kill Us,Self-Destruct,3:43,,0,not-rated
Worriers,Survival Pop,Self Esteemed,2:42,3,undefined,never-rated
Cherry Glazerr,Stuffed & Ready,Self Explained,3:36,1,undefined,never-rated
King Gizzard & The Lizard Wizard,Infest The Rats' Nest,Self-Immolate,4:28,,undefined,never-rated
Timothy Heller,Self Titled,Self Titled,4:02,1,undefined,never-rated
Third Eye Blind,Third Eye Blind,Semi-Charmed Life,4:29,7,0,not-rated
Third Eye Blind,Third Eye Blind (20th Anniversary Edition),Semi-Charmed Life,4:28,,undefined,never-rated
Third Eye Blind,Third Eye Blind (20th Anniversary Edition),Semi-Charmed Life (Demo),4:19,,undefined,never-rated
Tom Waits,The Heart Of Saturday Night,Semi Suite,3:29,,0,not-rated
The Go! Team,SEMICIRCLE,Semicircle Song,3:29,7,undefined,never-rated
Alexandra Savior,The Archer,Send Her Back,2:34,1,undefined,never-rated
Kitty Kat Fan Club,Dreamy Little You,Send Me a Message for the Holidays,1:33,1,undefined,never-rated
Elvis Perkins In Dearland,Elvis Perkins In Dearland,Send My Fond Regards To Lonelyville,6:07,,0,not-rated
Netherfriends,Shawn Jon (An Album About High School),Senior Year Was the Best (feat. Soul Food Horns),2:17,,undefined,never-rated
Luluc,Passerby,Senja,3:15,,0,not-rated
Sambassadeur,Sambassadeur,Sense Of Sound,3:51,,0,not-rated
Timothy Heller,Self Titled,Sensible Thing,4:10,2,undefined,never-rated
Ariel Pink's Haunted Graffiti,Underground,Sensitive Man,3:47,1,undefined,never-rated
French Vanilla,How Am I Not Myself?,Sensitive (Not Too Sensitive),2:59,,undefined,never-rated
John Maus,Screen Memories,Sensitive Recollections,2:46,,undefined,never-rated
Pendant,Through a Coil,Sensory Field,4:36,,undefined,never-rated
Loraine James,For You and I,Sensual,5:44,1,undefined,never-rated
She and Him,Volume One,Sentimental Heart,2:36,,0,not-rated
Guided By Voices,August By Cake,Sentimental Wars,2:47,,undefined,never-rated
Remo Drive,"Natural, Everyday Degradation",Separate Beds,4:06,2,undefined,never-rated
Restorations,LP3,Separate Songs,3:37,1,0,not-rated
Mates Of State,Team Boo,Separate The People,2:54,,0,not-rated
Cloud Nothings,Attack On Memory,Separation,3:04,1,undefined,never-rated
Cloud Nothings,Attack On Memory,Separation,3:04,6,0,not-rated
Hurry,Every Little Thought,Separation,4:05,5,undefined,never-rated
Indian Askin,Another Round,Separation,3:35,,undefined,never-rated
Secret Mountain,Everyone in This Band Is Fat,Seperation,3:30,2,undefined,never-rated
Fascinator,Water Sign,Sepia Sandshoes,3:04,,undefined,never-rated
The Mountain Goats,Heretic Pride,15-Sep-83,3:44,,0,not-rated
Pity Sex,White Hot Moon,September,4:19,13,undefined,never-rated
The Shins,Port Of Morrow,September,3:33,,undefined,never-rated
The Shins,Port Of Morrow,September,3:33,,0,not-rated
The Shins,Port Of Morrow [Acoustic EP],September [Acoustic Version],3:26,,0,not-rated
Woods,Songs of Shame,September with Pete,9:38,6,0,not-rated
Mineral,EndSerenading,&Serenading,5:24,,undefined,never-rated
Cayetana,Nervous Like Me,Serious Things Are Stupid,2:28,9,0,not-rated
The Rutabega,Owen / The Rutabega Split,Serotonin,3:39,,0,not-rated
The Sidekicks,Happiness Hours,Serpent in a Sun Drought,3:51,9,undefined,never-rated
Kate Havnevik,Melankton,Serpentine,5:16,,0,not-rated
Yo La Tengo,President Yo La Tengo/New Wave Hot Dogs,Serpentine,1:58,,0,not-rated
Sharon Van Etten,Tramp,Serpents,3:02,1,0,not-rated
Fucked Up,David Comes To Life,Serve Me Right,3:48,1,0,not-rated
Handsome Furs,Sound Kapital,Serve the People,4:07,,0,not-rated
Real Estate,In Mind,Serve The Song,3:13,4,undefined,never-rated
Leggy,Let Me Know Your Moon,Service,2:26,1,undefined,never-rated
Grizzly Bear and Feist,Dark Was The Night: A Red Hot Compilation [Disc 1],Service Bell,2:23,,0,not-rated
Phoebe Bridgers,Better Oblivion Community Center,Service Road,3:44,1,undefined,never-rated
Angry Angles,Angry Angles,Set in Stone,3:15,1,undefined,never-rated
Scattle,Sketch,Set In Stone,3:29,,undefined,never-rated
"Now, Now",Saved,Set It Free,3:29,4,undefined,never-rated
Ava Luna,Moon 2,Set It Off,3:56,,undefined,never-rated
Neko Case,Furnace Room Lullaby,Set Out Running,3:00,3,0,not-rated
The Black Keys,Thickfreakness,Set You Free,2:46,,0,not-rated
Ted Leo and The Pharmacists,"Tej Leo(?), Rx/Pharmacists",Set You Free,5:42,,0,not-rated
tricot,3,Setsuyakuka,4:28,,undefined,never-rated
Breakfast In Fur,Flyaway Garden,Setting Stone,3:21,,0,not-rated
Hurray For The Riff Raff,The Navigator,Settle,2:57,,undefined,never-rated
Kimbra,Vows,Settle Down,4:03,,0,not-rated
Alkaline Trio,Crimson,Settle For Satin,3:49,,0,not-rated
The Jayhawks,Music From The North Country: The Jayhawks Anthology,Settled Down Like Rain [Album Version],3:03,,0,not-rated
Owen,"Polyvinyl 4-Track Singles Series, Vol. 3",Settled Down (Stripped Down),3:05,,undefined,never-rated
Fever Ray,Fever Ray,Seven,5:09,,0,not-rated
A Weather,Everyday Balloons,Seven Blankets,5:33,,0,not-rated
The Fiery Furnaces,Rehearsing My Choir,Seven Silver Curses,9:18,1,0,not-rated
Hundred Waters,The Moon Rang Like a Bell,Seven White Horses,4:23,,0,not-rated
The Walkmen,You & Me,Seven Years Of Holidays (for Stretch),3:39,,0,not-rated
A Giant Dog,Pile,Seventeen,1:57,3,undefined,never-rated
Sharon Van Etten,Remind Me Tomorrow,Seventeen,4:25,18,5,thumbs-up
The Tallest Man On Earth,Dark Bird Is Home,Seventeen,4:07,2,undefined,never-rated
Youth Lagoon,The Year of Hibernation,Seventeen,3:59,,0,not-rated
Sun Kil Moon,Common as Light and Love Are Red Valleys of Blood,Seventies TV Show Theme Song,7:29,,undefined,never-rated
Brand New,Your Favorite Weapon,Seventy Times 7,3:33,,0,not-rated
The Decemberists,I'll Be Your Girl,Severed,4:03,4,undefined,never-rated
Timber Timbre,"Sincerely, Future Pollution",Sewer Blues,4:37,2,undefined,never-rated
Arc Impulse,Chaos in the Windy City,Sewer Surfin' (TMNT: Turtles in Time),3:53,2,undefined,never-rated
The Pipettes,We Are The Pipettes,Sex,2:39,,0,not-rated
Slothrust,Show Me How You Want It to Be,Sex and Candy,3:14,36,undefined,never-rated
A Giant Dog,Pile,Sex & Drugs,2:16,3,undefined,never-rated
Esther Rose,You Made It This Far,Sex and Magic,3:16,,undefined,never-rated
Fascinator,Water Sign,Sex Crystals,4:04,,undefined,never-rated
The Royal They,The Royal They,Sex in a Public Place,1:06,1,undefined,never-rated
Lykke Li,so sad so sexy,sex money feelings die,2:19,2,undefined,never-rated
Gorillaz,Humanz (Deluxe),Sex Murder Party (feat. Jamie Principle & Zebra Katz),4:19,1,undefined,never-rated
Horse The Band,A Natural Death [Bonus Tracks],Sex Raptor,3:19,,0,not-rated
Death From Above 1979,"You're A Woman, I'm A Machine",Sexy Results,5:52,,0,not-rated
Belle and Sebastian,The Boy With The Arab Strap,Seymour Stein,4:43,1,0,not-rated
"Now, Now",Saved,SGL,3:14,4,undefined,never-rated
Blonde Summer,Sha La La,Sha La La,3:30,1,undefined,never-rated
Great Cynics,POSI,Shabba Shabba,2:19,2,undefined,never-rated
Throw Me The Statue,Creaturesque,Shade For A Shadow,3:40,,0,not-rated
The Sidekicks,Weight of Air,Shading,3:51,,undefined,never-rated
Wild Nothing,Nocturne,Shadow,4:20,3,0,not-rated
Rosie Tucker,Never Not Never Not Never Not,Shadow of a Doubt,2:25,2,undefined,never-rated
MONEY,The Shadow Of Heaven,Shadow Of Heaven,5:17,,0,not-rated
The Mountain Goats,The Coroners Gambit,Shadow Song,2:46,,0,not-rated
Julien Baker,Turn Out the Lights,Shadowboxing,3:53,12,undefined,never-rated
Doves,Some Cities,Shadows Of Salford,2:45,,0,not-rated
Hot Chip,Made In The Dark,Shake A Fist,5:13,,0,not-rated
Hurry,Guided Meditation,Shake It Off,3:38,7,undefined,never-rated
The Spinto Band,Cool Cocoon,Shake It Off,3:13,,0,not-rated
Crystal Stilts,In Love With Oblivion,Shake the Shackles,3:56,,0,not-rated
Ted Leo and The Pharmacists,Shake The Sheets,Shake The Sheets,4:43,,0,not-rated
Amyl and The Sniffers,Amyl and The Sniffers,Shake Ya,3:17,3,undefined,never-rated
Twin Peaks,Shake Your Lonely / Sun and the Trees,Shake Your Lonely,3:35,3,undefined,never-rated
Ryan Adams,Heartbreaker,Shakedown On 9th Street,2:53,,0,not-rated
The Smiths,Louder Than Bombs,Shakespeare's Sister,2:09,,0,not-rated
Dualtone,,"Shakey Graves ""Dearly Departed"" (OFFICIAL VIDEO)",3:53,,0,not-rated
Remo Drive,"Natural, Everyday Degradation",Shakin',4:01,3,undefined,never-rated
Sera Cahoone,Deer Creek Canyon,Shakin' Hands,2:22,,0,not-rated
Rose Dorn,Days You Were Leaving,Shaking,2:57,4,undefined,never-rated
Rose Dorn,Shaking,Shaking,2:57,4,5,thumbs-up
At The Drive-In,In Casino Out,Shaking Hand Incision,3:36,,0,not-rated
Finn Riggins,Vs. Wilderness,Shaky,3:57,,0,not-rated
Blackalicious,Nia,Shallow Days,4:21,,0,not-rated
The Tallest Man On Earth,Shallow Grave,Shallow Grave,2:38,,0,not-rated
Cursive,Domestica,"Shallow Means, Deep Ends",3:36,,0,not-rated
Wild Nothing,Indigo,Shallow Water,4:06,6,undefined,never-rated
Daughter,If You Leave,Shallows,6:54,1,0,not-rated
The Rare Occasions,Into The Shallows,The Shallows,1:55,5,undefined,never-rated
Haruomi Hosono,Paraiso,Shambhala Signal (2019 Remastering),3:35,,undefined,never-rated
Ellis,Born Again,Shame,3:57,,undefined,never-rated
Kurt Vile,Wakin On A Pretty Daze,Shame Chamber,4:47,2,0,not-rated
Fiona Apple,Fetch The Bolt Cutters,Shameika,4:08,1,undefined,never-rated
Kississippi,Sunset Blush,Shamer,2:53,1,undefined,never-rated
Elvis Perkins In Dearland,Elvis Perkins In Dearland,Shampoo,4:22,,0,not-rated
Peach Kelli Pop,Peach Kelli Pop III,Shampoo,1:25,,0,not-rated
Electric Light Orchestra,A New World Record,Shangri-La,5:36,,0,not-rated
Grandaddy,Just Like The Fambly Cat,Shangri-La [Outro],2:17,,0,not-rated
The Decemberists,The Crane Wife,Shankill Butchers,4:40,,0,not-rated
Pllush,Stranger to the Pain,Shannon,3:47,1,undefined,never-rated
Damien Jurado,And Now That I'm In Your Shadow,Shannon Rhodes,5:10,1,0,not-rated
The Decemberists,Her Majesty The Decemberists,Shanty For The Arethusa,5:38,,0,not-rated
Breakfast In Fur,Flyaway Garden,Shape,3:38,,0,not-rated
Julia Shapiro,Perfect Version,Shape,4:05,9,undefined,never-rated
Noah and The Whale,"Peaceful, The World Lays Me Down",Shape Of My Heart,2:54,1,0,not-rated
Zammuto,Zammuto,The Shape Of Things To Come,4:32,,0,not-rated
Local Natives,Gorilla Manor,Shape Shifter,5:30,,0,not-rated
Young Galaxy,Shapeshifting,Shapeshifting,4:45,,0,not-rated
Cymbals Eat Guitars,Why There Are Mountains,Share,7:02,4,0,not-rated
Sun Airway,Nocturne Of Exploded Crystal Chandelier,Shared Piano,3:20,,0,not-rated
Big Thief,Capacity,Shark Smile,3:58,1,undefined,never-rated
Big Thief,Shark Smile,Shark Smile,3:14,3,undefined,never-rated
Rogue Wave,Cover Me,Sharp Dressed Man,4:52,1,undefined,never-rated
Over The Rhine,The Long Surrender,Sharpest Blade,4:57,,0,not-rated
Rat Kid Cool,Year of the Rat,Sharpie,3:15,3,undefined,never-rated
Father/Daughter Records,,Sharpless - Franz Kafka (from Adult Swim's Home Movies),3:39,1,0,not-rated
First Aid Kit,Stay Gold,Shattered & Hollow,4:05,,0,not-rated
Earl Sweatshirt,Some Rap Songs,Shattered Dreams,2:21,8,undefined,never-rated
Sincere Engineer,Rhombithian,Shattering,2:28,53,undefined,never-rated
Sincere Engineer,Sincere Engineer on Audiotree Live,Shattering (Audiotree Live Version),2:13,3,undefined,never-rated
Shopping,The Official Body,Shave Your Head,2:53,14,undefined,never-rated
Hot Mulligan,Split,"Shaylee, Shanel",4:32,,undefined,never-rated
Bon Iver,"i,i",Sh'Diah,4:11,1,undefined,never-rated
Over The Rhine,Ohio [Disc 2],She,4:31,2,0,not-rated
Cyndi Lauper,She's So Unusual,She Bop,3:49,1,undefined,never-rated
Randy Newman,Dark Matter,She Chose Me,3:12,1,undefined,never-rated
Great Lake Swimmers,Lost Channels,She Comes To Me In Dreams,4:03,,0,not-rated
The Flaming Lips,Transmissions From The Satellite Heart,She Don't Use Jelly,3:43,,0,not-rated
The Spinto Band,Cool Cocoon,She Don't Want Me,2:41,,0,not-rated
My Bloody Valentine,m b v,She Found Now,5:05,,0,not-rated
modest mouse,this is a long drive,she ionizes and atomizes,4:20,,0,not-rated
Andrew W. K.,I Get Wet,She Is Beautiful,3:34,,0,not-rated
Avi Buffalo,At Best Cuckold,She Is Seventeen,3:05,5,undefined,never-rated
Jens Lekman,I Know What Love Isn't,She Just Don't Want To Be With You Anymore,3:53,,0,not-rated
Lord Huron,Lonesome Dreams,She Lit A Fire,4:31,1,0,not-rated
The Beatles,1 (Remastered),She Loves You (Mono / Remastered),2:20,3,undefined,never-rated
Titus Andronicus,The Most Lamentable Tragedy,(S)HE SAID / (S)HE SAID,9:11,1,undefined,never-rated
Rogue Wave,Cover Me,She Sells Sanctuary,5:14,,undefined,never-rated
Elvis Perkins,Ciao My Shining Star (Deluxe Edition),She Watches Over Me,1:45,,0,not-rated
MGMT,Little Dark Age,She Works Out Too Much,4:38,18,undefined,never-rated
Dan Deacon,Gliss Riffer,Sheathed Wings,4:08,,0,not-rated
Screaming Females,Castle Talk,Sheep,3:05,1,0,not-rated
White Reaper,White Reaper Does It Again,Sheila,3:33,4,undefined,never-rated
The Smiths,Louder Than Bombs,Sheila Take A Bow,2:43,,0,not-rated
Chris Farren,Like a Gift from God or Whatever,Shelby's Christmas Eve,1:48,1,undefined,never-rated
Lucy Dacus,Historian,The Shell,4:37,4,undefined,never-rated
Kurt Vile,Smoke Ring For My Halo,(shell blues),1:02,,0,not-rated
